ABUNDANCE,BIOMAS,valid_name,SAMPLE_DESC,LATITUDE,LONGITUDE,DAY,MONTH,YEAR
369.533,0.354326,Daphnia,2014_7_22,46.251200,-89.503400,22,7,2014
29.4272,0.0165773,Daphnia,2012_6_5,46.251200,-89.503400,5,6,2012
67.874,0.111156,Daphnia,2014_7_1,46.251200,-89.503400,1,7,2014
103.791,0.135312,Daphnia,2014_7_29,46.251200,-89.503400,29,7,2014
446.741,0.29547,Daphnia,2012_6_12,46.251200,-89.503400,12,6,2012
72,0.00940634,"Diacyclops thomasi",1994_6_9,46.251200,-89.503400,9,6,1994
12,0.00458354,"Diacyclops thomasi",1996_6_10,46.251200,-89.503400,10,6,1996
39.6,0.0163684,"Diacyclops thomasi",1994_6_30,46.251200,-89.503400,30,6,1994
2,0.000367076,"Diacyclops thomasi",1996_6_17,46.251200,-89.503400,17,6,1996
8,0.00203192,"Diacyclops thomasi",1996_8_19,46.251200,-89.503400,19,8,1996
108,0.0283518,"Diacyclops thomasi",1994_6_16,46.251200,-89.503400,16,6,1994
96,0.0295906,"Diacyclops thomasi",1994_6_23,46.251200,-89.503400,23,6,1994
4,0.000855621,"Diacyclops thomasi",1994_9_6,46.251200,-89.503400,6,9,1994
47.5,0.0107034,"Diacyclops thomasi",1994_7_21,46.251200,-89.503400,21,7,1994
2,0.00198648,"Diacyclops thomasi",1997_6_30,46.251200,-89.503400,30,6,1997
36,0.0113126,"Diacyclops thomasi",1994_7_7,46.251200,-89.503400,7,7,1994
24,0.00554693,"Diacyclops thomasi",1994_7_14,46.251200,-89.503400,14,7,1994
8,0.000207657,"Diaphanosoma birgei",1988_8_15,46.251200,-89.503400,15,8,1988
2,0.000228797,"Diaphanosoma birgei",1992_6_25,46.251200,-89.503400,25,6,1992
8,0.000625273,"Diaphanosoma birgei",1992_8_13,46.251200,-89.503400,13,8,1992
6,0.000963364,"Diaphanosoma birgei",1991_7_8,46.251200,-89.503400,8,7,1991
2,0.000189969,"Diaphanosoma birgei",1990_6_25,46.251200,-89.503400,25,6,1990
31.5,0.00254808,"Diaphanosoma birgei",1987_8_10,46.251200,-89.503400,10,8,1987
2,0.000375337,"Diaphanosoma birgei",1991_7_15,46.251200,-89.503400,15,7,1991
2,0.000321121,"Diaphanosoma birgei",1991_7_1,46.251200,-89.503400,1,7,1991
2,0.000321088,"Diaphanosoma birgei",1996_6_24,46.251200,-89.503400,24,6,1996
4,0.000582994,"Diaphanosoma birgei",1995_8_31,46.251200,-89.503400,31,8,1995
2,0.000316232,"Diaphanosoma birgei",1995_7_6,46.251200,-89.503400,6,7,1995
1,0.000114399,"Diaphanosoma birgei",1991_7_22,46.251200,-89.503400,22,7,1991
158.5,0.0526101,"Diaptomus oregonensis",1987_8_31,46.251200,-89.503400,31,8,1987
158.5,0.0526101,"Diaptomus oregonensis",1987_6_29,46.251200,-89.503400,29,6,1987
231.5,0.11334,"Diaptomus oregonensis",1987_5_25,46.251200,-89.503400,25,5,1987
106.5,0.0380012,"Diaptomus oregonensis",1986_6_30,46.251200,-89.503400,30,6,1986
139,0.0461375,"Diaptomus oregonensis",1985_8_5,46.251200,-89.503400,5,8,1985
40,0.011992,"Diaptomus oregonensis",1984_8_12,46.251200,-89.503400,12,8,1984
12,0.00408267,"Diaptomus oregonensis",1989_7_24,46.251200,-89.503400,24,7,1989
95,0.0263524,"Diaptomus oregonensis",1987_8_10,46.251200,-89.503400,10,8,1987
5,0.00149959,"Diaptomus oregonensis",1987_9_7,46.251200,-89.503400,7,9,1987
66,0.0203031,"Diaptomus oregonensis",1985_9_2,46.251200,-89.503400,2,9,1985
211.5,0.0737122,"Diaptomus oregonensis",1987_6_22,46.251200,-89.503400,22,6,1987
356,0.14644,"Diaptomus oregonensis",1987_6_8,46.251200,-89.503400,8,6,1987
55.5,0.0310276,"Diaptomus oregonensis",1990_7_23,46.251200,-89.503400,23,7,1990
20,0.00647253,"Diaptomus oregonensis",1986_9_1,46.251200,-89.503400,1,9,1986
20,0.0049599,"Diaptomus oregonensis",1985_5_17,46.251200,-89.503400,17,5,1985
108.5,0.0342517,"Diaptomus oregonensis",1985_6_10,46.251200,-89.503400,10,6,1985
125,0.0425279,"Diaptomus oregonensis",1985_7_22,46.251200,-89.503400,22,7,1985
134.5,0.0424595,"Diaptomus oregonensis",1985_8_26,46.251200,-89.503400,26,8,1985
24,0.00825923,"Diaptomus oregonensis",1990_6_25,46.251200,-89.503400,25,6,1990
47.5,0.0199333,"Diaptomus oregonensis",1986_6_9,46.251200,-89.503400,9,6,1986
72.5,0.0234629,"Diaptomus oregonensis",1986_7_7,46.251200,-89.503400,7,7,1986
26.5,0.0090159,"Diaptomus oregonensis",1988_8_22,46.251200,-89.503400,22,8,1988
39.5,0.0140944,"Diaptomus oregonensis",1988_7_11,46.251200,-89.503400,11,7,1988
119,0.0385116,"Diaptomus oregonensis",1987_6_15,46.251200,-89.503400,15,6,1987
144,0.0466193,"Diaptomus oregonensis",1985_7_15,46.251200,-89.503400,15,7,1985
250.5,0.100667,"Diaptomus oregonensis",1988_6_6,46.251200,-89.503400,6,6,1988
89,0.0288028,"Diaptomus oregonensis",1986_8_11,46.251200,-89.503400,11,8,1986
87,0.0281555,"Diaptomus oregonensis",1986_8_25,46.251200,-89.503400,25,8,1986
79.5,0.0257377,"Diaptomus oregonensis",1985_7_1,46.251200,-89.503400,1,7,1985
105.5,0.0376444,"Diaptomus oregonensis",1988_8_8,46.251200,-89.503400,8,8,1988
37,0.011404,"Diaptomus oregonensis",1986_6_16,46.251200,-89.503400,16,6,1986
111,0.0350409,"Diaptomus oregonensis",1985_7_29,46.251200,-89.503400,29,7,1985
118.5,0.0403164,"Diaptomus oregonensis",1985_7_8,46.251200,-89.503400,8,7,1985
46.5,0.0146738,"Diaptomus oregonensis",1985_9_16,46.251200,-89.503400,16,9,1985
12,0.00498741,"Diaptomus oregonensis",1990_6_4,46.251200,-89.503400,4,6,1990
53,0.0135144,"Diaptomus oregonensis",1984_8_5,46.251200,-89.503400,5,8,1984
263.5,0.0812149,"Diaptomus oregonensis",1987_7_20,46.251200,-89.503400,20,7,1987
70,0.0132521,"Diaptomus oregonensis",1984_8_19,46.251200,-89.503400,19,8,1984
115.5,0.0392957,"Diaptomus oregonensis",1985_8_19,46.251200,-89.503400,19,8,1985
69.5,0.0225003,"Diaptomus oregonensis",1985_8_12,46.251200,-89.503400,12,8,1985
211,0.0752888,"Diaptomus oregonensis",1987_6_1,46.251200,-89.503400,1,6,1987
35,0.0113269,"Diaptomus oregonensis",1986_7_21,46.251200,-89.503400,21,7,1986
26,0.00540302,"Diaptomus oregonensis",1984_8_26,46.251200,-89.503400,26,8,1984
178,0.0652019,"Diaptomus oregonensis",1988_7_4,46.251200,-89.503400,4,7,1988
206,0.0827844,"Diaptomus oregonensis",1988_6_13,46.251200,-89.503400,13,6,1988
108.5,0.0316922,"Diaptomus oregonensis",1985_6_17,46.251200,-89.503400,17,6,1985
110.5,0.0229628,"Diaptomus oregonensis",1985_5_20,46.251200,-89.503400,20,5,1985
86,0.0278319,"Diaptomus oregonensis",1986_7_28,46.251200,-89.503400,28,7,1986
5.5,0.00177995,"Diaptomus oregonensis",1986_8_18,46.251200,-89.503400,18,8,1986
138.5,0.0518822,"Diaptomus oregonensis",1988_7_18,46.251200,-89.503400,18,7,1988
277,0.106391,"Diaptomus oregonensis",1988_6_20,46.251200,-89.503400,20,6,1988
115.5,0.0364478,"Diaptomus oregonensis",1985_6_24,46.251200,-89.503400,24,6,1985
79,0.0255759,"Diaptomus oregonensis",1985_6_3,46.251200,-89.503400,3,6,1985
128.5,0.037534,"Diaptomus oregonensis",1985_5_27,46.251200,-89.503400,27,5,1985
422.5,0.173795,"Diaptomus oregonensis",1988_6_27,46.251200,-89.503400,27,6,1988
11,0.00412061,"Diaptomus oregonensis",1986_5_25,46.251200,-89.503400,25,5,1986
92.5,0.0322382,"Diaptomus oregonensis",1988_5_30,46.251200,-89.503400,30,5,1988
158.5,0.0565558,"Diaptomus oregonensis",1988_5_23,46.251200,-89.503400,23,5,1988
27.5,0.00889973,"Diaptomus oregonensis",1988_7_25,46.251200,-89.503400,25,7,1988
422,0.147076,"Diaptomus oregonensis",1987_8_3,46.251200,-89.503400,3,8,1987
20,0.00803732,"Diaptomus oregonensis",1987_8_24,46.251200,-89.503400,24,8,1987
39.5,0.0147967,"Diaptomus oregonensis",1988_8_29,46.251200,-89.503400,29,8,1988
64.5,0.0224796,"Diaptomus oregonensis",1986_6_2,46.251200,-89.503400,2,6,1986
435.5,0.144553,"Diaptomus oregonensis",1987_7_13,46.251200,-89.503400,13,7,1987
92.5,0.0299355,"Diaptomus oregonensis",1986_8_4,46.251200,-89.503400,4,8,1986
74,0.022808,"Diaptomus oregonensis",1986_6_23,46.251200,-89.503400,23,6,1986
24,0.00825923,"Diaptomus oregonensis",1990_7_2,46.251200,-89.503400,2,7,1990
24,0.00909284,"Diaptomus oregonensis",1990_8_13,46.251200,-89.503400,13,8,1990
24,0.00776704,"Diaptomus oregonensis",1988_8_15,46.251200,-89.503400,15,8,1988
26.5,0.008796,"Diaptomus oregonensis",1988_9_4,46.251200,-89.503400,4,9,1988
396,0.1413,"Diaptomus oregonensis",1987_7_27,46.251200,-89.503400,27,7,1987
12,0.0064455,"Diaptomus oregonensis",1990_5_21,46.251200,-89.503400,21,5,1990
59.5,0.0254769,"Diaptomus oregonensis",1990_6_18,46.251200,-89.503400,18,6,1990
50,0.017426,"Diaptomus oregonensis",1988_8_1,46.251200,-89.503400,1,8,1988
29.5,0.00954698,"Diaptomus oregonensis",1986_7_14,46.251200,-89.503400,14,7,1986
79,0.0230379,"Diaptomus oregonensis",1987_7_6,46.251200,-89.503400,6,7,1987
39.5,0.0127832,"Diaptomus oregonensis",1987_8_17,46.251200,-89.503400,17,8,1987
218,0.0525382,"Diaptomus oregonensis",1984_9_9,46.251200,-89.503400,9,9,1984
86,0.0278319,"Diaptomus oregonensis",1986_5_26,46.251200,-89.503400,26,5,1986
27.5,0.0136039,"Diaptomus oregonensis",1990_5_28,46.251200,-89.503400,28,5,1990
339.4,0.103361,Diaptomus,1995_6_29,46.251200,-89.503400,29,6,1995
64,0.0184,Diaptomus,1998_8_29,46.251200,-89.503400,29,8,1998
362.1,0.102462,Diaptomus,1995_6_15,46.251200,-89.503400,15,6,1995
288,0.0823477,Diaptomus,1994_8_18,46.251200,-89.503400,18,8,1994
32,0.00959888,Diaptomus,1999_8_29,46.251200,-89.503400,29,8,1999
192,0.063546,Diaptomus,1999_5_24,46.251200,-89.503400,24,5,1999
88,0.0272958,Diaptomus,1996_6_3,46.251200,-89.503400,3,6,1996
456,0.0841116,Diaptomus,1994_5_26,46.251200,-89.503400,26,5,1994
362,0.0976494,Diaptomus,1996_7_8,46.251200,-89.503400,8,7,1996
90.5,0.0231409,Diaptomus,1995_8_24,46.251200,-89.503400,24,8,1995
113.1,0.0313197,Diaptomus,1995_8_31,46.251200,-89.503400,31,8,1995
204,0.0376289,Diaptomus,1994_8_25,46.251200,-89.503400,25,8,1994
174,0.0403872,Diaptomus,1994_6_2,46.251200,-89.503400,2,6,1994
240,0.0636442,Diaptomus,1994_6_9,46.251200,-89.503400,9,6,1994
304,0.0876221,Diaptomus,1997_6_30,46.251200,-89.503400,30,6,1997
148,0.042768,Diaptomus,1997_8_4,46.251200,-89.503400,4,8,1997
599.7,0.169695,Diaptomus,1995_7_13,46.251200,-89.503400,13,7,1995
358,0.100454,Diaptomus,1996_6_24,46.251200,-89.503400,24,6,1996
60,0.0164081,Diaptomus,1997_8_11,46.251200,-89.503400,11,8,1997
156,0.0513686,Diaptomus,1998_5_25,46.251200,-89.503400,25,5,1998
22.6,0.00726038,Diaptomus,1995_9_5,46.251200,-89.503400,5,9,1995
142.6,0.0247312,Diaptomus,1994_9_1,46.251200,-89.503400,1,9,1994
135.8,0.0407127,Diaptomus,1995_7_27,46.251200,-89.503400,27,7,1995
60,0.0164374,Diaptomus,1994_8_4,46.251200,-89.503400,4,8,1994
68,0.0193076,Diaptomus,1997_6_16,46.251200,-89.503400,16,6,1997
34,0.00987426,Diaptomus,1997_8_18,46.251200,-89.503400,18,8,1997
48,0.0155439,Diaptomus,1998_8_24,46.251200,-89.503400,24,8,1998
260,0.0664626,Diaptomus,1997_7_7,46.251200,-89.503400,7,7,1997
128,0.040455,Diaptomus,1996_7_1,46.251200,-89.503400,1,7,1996
216,0.0724336,Diaptomus,1996_7_15,46.251200,-89.503400,15,7,1996
72,0.0211277,Diaptomus,1998_8_10,46.251200,-89.503400,10,8,1998
42,0.00906343,Diaptomus,1997_9_1,46.251200,-89.503400,1,9,1997
168,0.0244363,Diaptomus,1994_9_6,46.251200,-89.503400,6,9,1994
32,0.00736911,Diaptomus,1997_5_26,46.251200,-89.503400,26,5,1997
28,0.00674978,Diaptomus,1997_8_25,46.251200,-89.503400,25,8,1997
160,0.05053,Diaptomus,1996_8_12,46.251200,-89.503400,12,8,1996
237.6,0.0699366,Diaptomus,1995_6_8,46.251200,-89.503400,8,6,1995
63.4,0.0177446,Diaptomus,1994_7_21,46.251200,-89.503400,21,7,1994
144,0.0440499,Diaptomus,1998_8_3,46.251200,-89.503400,3,8,1998
122,0.0321975,Diaptomus,1997_6_23,46.251200,-89.503400,23,6,1997
124.5,0.0407048,Diaptomus,1995_8_17,46.251200,-89.503400,17,8,1995
144,0.0415255,Diaptomus,1998_7_20,46.251200,-89.503400,20,7,1998
1164,0.283009,Diaptomus,1994_5_17,46.251200,-89.503400,17,5,1994
240,0.0620794,Diaptomus,1994_7_7,46.251200,-89.503400,7,7,1994
455.4,0.154937,Diaptomus,1994_6_30,46.251200,-89.503400,30,6,1994
228,0.0618604,Diaptomus,1996_6_10,46.251200,-89.503400,10,6,1996
282.9,0.0915875,Diaptomus,1995_6_1,46.251200,-89.503400,1,6,1995
68,0.020787,Diaptomus,1998_7_27,46.251200,-89.503400,27,7,1998
484,0.158643,Diaptomus,1994_6_23,46.251200,-89.503400,23,6,1994
104,0.0330887,Diaptomus,1998_6_29,46.251200,-89.503400,29,6,1998
780,0.210265,Diaptomus,1994_7_14,46.251200,-89.503400,14,7,1994
169.7,0.0530284,Diaptomus,1995_8_10,46.251200,-89.503400,10,8,1995
288,0.0848131,Diaptomus,1999_7_19,46.251200,-89.503400,19,7,1999
52,0.0134574,Diaptomus,1998_7_13,46.251200,-89.503400,13,7,1998
300,0.0910555,Diaptomus,1998_6_22,46.251200,-89.503400,22,6,1998
80,0.0221366,Diaptomus,1996_8_19,46.251200,-89.503400,19,8,1996
116,0.0358302,Diaptomus,1999_8_2,46.251200,-89.503400,2,8,1999
48,0.0140139,Diaptomus,1998_8_17,46.251200,-89.503400,17,8,1998
300,0.0838341,Diaptomus,1996_7_22,46.251200,-89.503400,22,7,1996
88,0.0246548,Diaptomus,1997_7_28,46.251200,-89.503400,28,7,1997
132,0.0298808,Diaptomus,1996_8_26,46.251200,-89.503400,26,8,1996
144,0.0403032,Diaptomus,1994_7_28,46.251200,-89.503400,28,7,1994
130,0.0371885,Diaptomus,1996_8_5,46.251200,-89.503400,5,8,1996
72,0.0243971,Diaptomus,1999_6_21,46.251200,-89.503400,21,6,1999
134,0.0333547,Diaptomus,1997_7_21,46.251200,-89.503400,21,7,1997
146,0.0419032,Diaptomus,1997_6_9,46.251200,-89.503400,9,6,1997
90.5,0.0274215,Diaptomus,1995_7_20,46.251200,-89.503400,20,7,1995
56,0.0165985,Diaptomus,1999_8_16,46.251200,-89.503400,16,8,1999
100,0.0233789,Diaptomus,1996_7_29,46.251200,-89.503400,29,7,1996
72,0.0206914,Diaptomus,1998_7_6,46.251200,-89.503400,6,7,1998
184,0.0524782,Diaptomus,1997_7_14,46.251200,-89.503400,14,7,1997
780.7,0.225076,Diaptomus,1995_5_25,46.251200,-89.503400,25,5,1995
208,0.0607884,Diaptomus,1999_7_5,46.251200,-89.503400,5,7,1999
200,0.0603393,Diaptomus,1996_6_17,46.251200,-89.503400,17,6,1996
147.1,0.0376136,Diaptomus,1995_6_22,46.251200,-89.503400,22,6,1995
237.6,0.0721618,Diaptomus,1995_8_3,46.251200,-89.503400,3,8,1995
672,0.193738,Diaptomus,1994_6_16,46.251200,-89.503400,16,6,1994
36,0.00712263,Diaptomus,1994_8_11,46.251200,-89.503400,11,8,1994
160,0.0535855,Diaptomus,1998_6_1,46.251200,-89.503400,1,6,1998
160,0.0529528,Diaptomus,1998_6_8,46.251200,-89.503400,8,6,1998
296,0.093024,Diaptomus,1999_6_7,46.251200,-89.503400,7,6,1999
190,0.0496455,Diaptomus,1997_6_2,46.251200,-89.503400,2,6,1997
156,0.0476397,Diaptomus,1998_6_15,46.251200,-89.503400,15,6,1998
837.3,0.238813,Diaptomus,1995_7_6,46.251200,-89.503400,6,7,1995
64,0.017204,Diaptomus,1996_9_2,46.251200,-89.503400,2,9,1996
0.5,0.000578619,"Epischura lacustris",1987_5_25,46.251200,-89.503400,25,5,1987
11,0.0107381,"Epischura lacustris",1987_6_8,46.251200,-89.503400,8,6,1987
59,0.0450969,"Epischura lacustris",1984_6_24,46.251200,-89.503400,24,6,1984
2.42131,0.00117165,"Epischura lacustris",2009_6_30,46.251200,-89.503400,30,6,2009
17.1045,0.0117681,"Epischura lacustris",2008_6_17,46.251200,-89.503400,17,6,2008
7.2784,0.00631826,"Epischura lacustris",2010_6_8,46.251200,-89.503400,8,6,2010
4.53387,0.00391223,"Epischura lacustris",2008_6_24,46.251200,-89.503400,24,6,2008
2.94638,0.00161876,"Epischura lacustris",2011_6_28,46.251200,-89.503400,28,6,2011
5.37468,0.00312246,"Epischura lacustris",2007_6_11,46.251200,-89.503400,11,6,2007
1,0.000638996,"Epischura lacustris",1988_5_30,46.251200,-89.503400,30,5,1988
51,0.0380316,"Epischura lacustris",1984_6_10,46.251200,-89.503400,10,6,1984
0.5,0.000537961,"Epischura lacustris",1985_8_5,46.251200,-89.503400,5,8,1985
0.5,0.000472092,"Epischura lacustris",1988_7_11,46.251200,-89.503400,11,7,1988
0.5,0.00050443,"Epischura lacustris",1986_6_23,46.251200,-89.503400,23,6,1986
8,0.00185166,"Epischura lacustris",1999_5_24,46.251200,-89.503400,24,5,1999
1.5,0.00135354,"Epischura lacustris",1985_7_22,46.251200,-89.503400,22,7,1985
4,0.00486924,"Epischura lacustris",1989_6_12,46.251200,-89.503400,12,6,1989
24,0.0174553,"Epischura lacustris",1984_6_3,46.251200,-89.503400,3,6,1984
2,0.00119157,"Epischura lacustris",1991_8_5,46.251200,-89.503400,5,8,1991
6.56666,0.0056714,"Epischura lacustris",2008_7_22,46.251200,-89.503400,22,7,2008
1.5,0.000859483,"Epischura lacustris",1985_6_10,46.251200,-89.503400,10,6,1985
1,0.000933645,"Epischura lacustris",1991_7_22,46.251200,-89.503400,22,7,1991
17,0.0125197,"Epischura lacustris",1984_7_22,46.251200,-89.503400,22,7,1984
12.3934,0.0043914,"Epischura lacustris",2013_6_18,46.251200,-89.503400,18,6,2013
4.84461,0.00274557,"Epischura lacustris",2011_6_22,46.251200,-89.503400,22,6,2011
2,0.00195282,"Epischura lacustris",1992_6_4,46.251200,-89.503400,4,6,1992
19.0696,0.0151087,"Epischura lacustris",2010_6_15,46.251200,-89.503400,15,6,2010
4,0.00298287,"Epischura lacustris",1984_8_19,46.251200,-89.503400,19,8,1984
1,0.00115724,"Epischura lacustris",1988_7_18,46.251200,-89.503400,18,7,1988
6.5,0.00449275,"Epischura lacustris",1986_6_2,46.251200,-89.503400,2,6,1986
59.5,0.00337298,"Epischura lacustris",1993_8_26,46.251200,-89.503400,26,8,1993
6.31893,0.00474535,"Epischura lacustris",2015_7_7,46.251200,-89.503400,7,7,2015
3.01411,0.00139233,"Epischura lacustris",2009_7_14,46.251200,-89.503400,14,7,2009
3,0.00223715,"Epischura lacustris",1984_7_15,46.251200,-89.503400,15,7,1984
5,0.0037749,"Epischura lacustris",1984_7_8,46.251200,-89.503400,8,7,1984
43,0.0320659,"Epischura lacustris",1984_6_17,46.251200,-89.503400,17,6,1984
2.5,0.00145258,"Epischura lacustris",1985_5_20,46.251200,-89.503400,20,5,1985
5,0.00391663,"Epischura lacustris",1984_7_29,46.251200,-89.503400,29,7,1984
3.36219,0.00287493,"Epischura lacustris",2010_6_22,46.251200,-89.503400,22,6,2010
2,0.00193097,"Epischura lacustris",1995_7_13,46.251200,-89.503400,13,7,1995
3,0.00196857,"Epischura lacustris",1985_7_8,46.251200,-89.503400,8,7,1985
3.5,0.00203361,"Epischura lacustris",1985_5_27,46.251200,-89.503400,27,5,1985
1,0.000745718,"Epischura lacustris",1984_9_9,46.251200,-89.503400,9,9,1984
2,0.00170244,"Epischura lacustris",1991_6_3,46.251200,-89.503400,3,6,1991
4.08638,0.00324177,"Epischura lacustris",2009_6_2,46.251200,-89.503400,2,6,2009
1,0.000841678,"Epischura lacustris",1986_6_9,46.251200,-89.503400,9,6,1986
3.5,0.00280881,"Epischura lacustris",1986_7_14,46.251200,-89.503400,14,7,1986
7.00913,0.00409191,"Epischura lacustris",2007_5_28,46.251200,-89.503400,28,5,2007
2,0.00127799,"Epischura lacustris",1988_5_23,46.251200,-89.503400,23,5,1988
6.5,0.00521636,"Epischura lacustris",1986_5_26,46.251200,-89.503400,26,5,1986
3.19875,0.00325277,"Epischura lacustris",2008_7_1,46.251200,-89.503400,1,7,2008
2,0.00168336,"Epischura lacustris",1995_7_20,46.251200,-89.503400,20,7,1995
5.23099,0.00426798,"Epischura lacustris",2015_6_23,46.251200,-89.503400,23,6,2015
10,0.00656192,"Epischura lacustris",1984_7_1,46.251200,-89.503400,1,7,1984
0.5,0.000521043,"Epischura lacustris",1987_6_15,46.251200,-89.503400,15,6,1987
2,0.00119457,"Epischura lacustris",1989_6_19,46.251200,-89.503400,19,6,1989
0.5,0.000435871,"Epischura lacustris",1985_7_29,46.251200,-89.503400,29,7,1985
2.97887,0.000855448,"Epischura lacustris",2009_6_23,46.251200,-89.503400,23,6,2009
3.8493,0.0036986,"Epischura lacustris",2009_6_9,46.251200,-89.503400,9,6,2009
58,0.00458768,"Epischura lacustris",1993_5_20,46.251200,-89.503400,20,5,1993
0.5,0.00050443,"Epischura lacustris",1985_7_1,46.251200,-89.503400,1,7,1985
0.5,0.000435871,"Epischura lacustris",1986_7_28,46.251200,-89.503400,28,7,1986
1,0.000841678,"Epischura lacustris",1989_7_17,46.251200,-89.503400,17,7,1989
1,0.000691192,"Epischura lacustris",1985_6_24,46.251200,-89.503400,24,6,1985
2,0.00215184,"Epischura lacustris",1986_6_16,46.251200,-89.503400,16,6,1986
2,0.00201772,"Epischura lacustris",1987_7_6,46.251200,-89.503400,6,7,1987
2162,0.00935884,Filinia,1989_7_10,46.251200,-89.503400,10,7,1989
1845.5,0.00798878,Filinia,1989_7_3,46.251200,-89.503400,3,7,1989
101,0.000526637,Filinia,1986_8_4,46.251200,-89.503400,4,8,1986
4339,0.0153676,Filinia,1984_6_10,46.251200,-89.503400,10,6,1984
119,0.000620493,Filinia,1992_8_20,46.251200,-89.503400,20,8,1992
79,0.000411924,Filinia,1991_8_26,46.251200,-89.503400,26,8,1991
535,0.00189483,Filinia,1984_6_24,46.251200,-89.503400,24,6,1984
145,0.000756062,Filinia,1986_8_25,46.251200,-89.503400,25,8,1986
26,0.0000920852,Filinia,1984_8_26,46.251200,-89.503400,26,8,1984
1250,0.00651778,Filinia,1993_9_7,46.251200,-89.503400,7,9,1993
59.5,0.000310246,Filinia,1986_9_1,46.251200,-89.503400,1,9,1986
139,0.000492301,Filinia,1984_8_12,46.251200,-89.503400,12,8,1984
198,0.00103242,Filinia,1992_7_9,46.251200,-89.503400,9,7,1992
107.5,0.000243248,Filinia,1990_9_4,46.251200,-89.503400,4,9,1990
171,0.000605637,Filinia,1984_8_5,46.251200,-89.503400,5,8,1984
1307,0.00565773,Filinia,1989_8_14,46.251200,-89.503400,14,8,1989
89,0.000560381,Filinia,1986_8_11,46.251200,-89.503400,11,8,1986
290.5,0.00102887,Filinia,1988_7_11,46.251200,-89.503400,11,7,1988
119,0.000339515,Filinia,1988_5_30,46.251200,-89.503400,30,5,1988
210.5,0.000745536,Filinia,1986_7_21,46.251200,-89.503400,21,7,1986
119,0.000620493,Filinia,1993_6_10,46.251200,-89.503400,10,6,1993
77,0.000401495,Filinia,1986_6_30,46.251200,-89.503400,30,6,1986
100.5,0.00063279,Filinia,1986_5_25,46.251200,-89.503400,25,5,1986
185,0.000655221,Filinia,1988_6_20,46.251200,-89.503400,20,6,1988
105.5,0.000373653,Filinia,1988_6_27,46.251200,-89.503400,27,6,1988
41.5,0.000179645,Filinia,1986_7_7,46.251200,-89.503400,7,7,1986
251,0.000888976,Filinia,1984_7_29,46.251200,-89.503400,29,7,1984
95,0.000495351,Filinia,1993_6_24,46.251200,-89.503400,24,6,1993
297,0.00154862,Filinia,1991_8_5,46.251200,-89.503400,5,8,1991
39.5,0.000205962,Filinia,1992_5_28,46.251200,-89.503400,28,5,1992
6969.5,0.0301695,Filinia,1989_7_24,46.251200,-89.503400,24,7,1989
79,0.000411924,Filinia,1992_8_13,46.251200,-89.503400,13,8,1992
92.5,0.000327611,Filinia,1988_8_22,46.251200,-89.503400,22,8,1988
376,0.00133169,Filinia,1984_6_3,46.251200,-89.503400,3,6,1984
277,0.000981061,Filinia,1988_7_4,46.251200,-89.503400,4,7,1988
614,0.00320153,Filinia,1992_7_16,46.251200,-89.503400,16,7,1992
79,0.000411924,Filinia,1992_8_6,46.251200,-89.503400,6,8,1992
41.5,0.000146982,Filinia,1985_9_2,46.251200,-89.503400,2,9,1985
377,0.00133523,Filinia,1984_7_22,46.251200,-89.503400,22,7,1984
174,0.000616262,Filinia,1988_8_15,46.251200,-89.503400,15,8,1988
63.5,0.000331103,Filinia,1993_7_22,46.251200,-89.503400,22,7,1993
39.5,0.000205962,Filinia,1992_6_11,46.251200,-89.503400,11,6,1992
20,0.000104284,Filinia,1992_6_18,46.251200,-89.503400,18,6,1992
610,0.00264056,Filinia,1989_6_26,46.251200,-89.503400,26,6,1989
139,0.000300851,Filinia,1985_8_19,46.251200,-89.503400,19,8,1985
27.5,0.0000784593,Filinia,1989_5_29,46.251200,-89.503400,29,5,1989
2625.5,0.00568262,Filinia,1989_8_21,46.251200,-89.503400,21,8,1989
47.5,0.000168232,Filinia,1988_8_29,46.251200,-89.503400,29,8,1988
201.5,0.000574893,Filinia,1985_8_26,46.251200,-89.503400,26,8,1985
377.5,0.00163412,Filinia,1985_8_12,46.251200,-89.503400,12,8,1985
50.5,0.000178858,Filinia,1986_8_18,46.251200,-89.503400,18,8,1986
39.5,0.000112696,Filinia,1988_6_13,46.251200,-89.503400,13,6,1988
31.7,0.000165291,Filinia,1993_8_12,46.251200,-89.503400,12,8,1993
134.5,0.000701313,Filinia,1986_7_14,46.251200,-89.503400,14,7,1986
119,0.000421467,Filinia,1988_7_18,46.251200,-89.503400,18,7,1988
594,0.00210379,Filinia,1984_7_15,46.251200,-89.503400,15,7,1984
13,0.0000460426,Filinia,1988_9_4,46.251200,-89.503400,4,9,1988
59.5,0.000310246,Filinia,1993_5_20,46.251200,-89.503400,20,5,1993
1248,0.00442009,Filinia,1984_6_17,46.251200,-89.503400,17,6,1984
158.5,0.000561365,Filinia,1990_8_13,46.251200,-89.503400,13,8,1990
119.5,0.000423238,Filinia,1990_9_10,46.251200,-89.503400,10,9,1990
27.5,0.0000595209,Filinia,1989_9_5,46.251200,-89.503400,5,9,1989
214,0.000926361,Filinia,1989_6_12,46.251200,-89.503400,12,6,1989
13,0.0000460426,Filinia,1984_8_19,46.251200,-89.503400,19,8,1984
12,0.0000519455,Filinia,1989_8_7,46.251200,-89.503400,7,8,1989
